no2,co,so2,o3,pm10,pm25
2.02,0.0798,0.34,35.02,22.72,15.79
2.29,0.0808,0.26,36.14,30.77,21.67
1.45,0.0781,0.25,33.54,33.16,23.18
0.94,0.0759,0.17,30.8,37.85,26.26
1.1,0.0731,0.32,30.62,22.47,15.35
1.37,0.0743,0.34,30.05,16.1,10.9
1.0,0.0835,0.31,29.98,18.5,12.54
1.16,0.0928,0.35,30.67,19.9,13.72
0.94,0.0927,0.41,31.54,20.57,14.41
1.09,0.0814,0.36,32.83,17.73,12.54
1.12,0.0804,0.37,33.51,18.2,12.87
1.57,0.0792,0.29,33.03,25.36,17.8
1.06,0.0777,0.41,31.79,23.17,15.72
1.08,0.0733,0.32,29.56,20.78,14.34
1.01,0.0697,0.22,27.63,22.19,15.31
1.21,0.0739,0.42,27.14,15.19,10.19
0.96,0.0752,0.39,29.31,15.47,10.36
1.08,0.0664,0.38,29.69,17.21,11.77
1.05,0.0686,0.3,26.38,12.25,8.45
1.4,0.0741,0.4,27.19,17.07,11.85
1.36,0.075,0.44,29.09,15.2,10.66
1.14,0.0772,0.33,30.21,17.75,11.83
1.0,0.0785,0.36,31.91,14.89,10.07
1.24,0.0823,0.35,31.98,19.75,13.07
0.91,0.0819,0.35,32.97,21.3,14.07
0.88,0.0785,0.39,32.68,14.92,9.97
0.75,0.0816,0.39,32.33,18.07,12.15
0.77,0.0767,0.37,30.98,20.05,13.69
0.95,0.0791,0.51,30.12,22.81,15.79
0.73,0.0761,0.51,29.24,16.88,11.63
0.84,0.0762,0.62,28.8,18.82,12.99
0.87,0.0756,0.4,27.7,25.41,17.52
0.87,0.0702,0.31,27.54,11.33,7.9
0.79,0.0717,0.34,27.34,13.03,9.03
1.0,0.0705,0.37,27.48,10.38,7.24
1.34,0.0721,0.34,28.09,17.8,12.38
1.64,0.0701,0.29,27.62,31.44,21.96
1.63,0.0735,0.27,26.99,31.6,22.21
2.03,0.0718,0.21,26.31,34.71,24.49
1.54,0.0687,0.26,25.53,33.3,23.52
1.35,0.0656,0.47,24.08,24.43,17.25
1.43,0.0687,0.41,23.87,16.34,11.47
1.71,0.07,0.34,27.63,17.62,12.38
1.55,0.0715,0.36,30.23,16.67,11.67
1.62,0.0724,0.34,30.61,19.84,13.65
1.0,0.0739,0.35,30.34,15.78,11.01
1.17,0.0707,0.25,29.55,19.37,13.62
1.51,0.0686,0.22,27.0,19.57,13.85
1.25,0.0679,0.18,25.74,14.19,10.04
1.15,0.068,0.2,25.87,17.04,12.06
0.88,0.0614,0.19,26.06,15.34,10.88
1.26,0.0663,0.21,25.7,24.59,17.42
1.26,0.0678,0.25,26.75,19.73,13.98
1.37,0.0682,0.26,28.59,26.51,18.79
1.19,0.0663,0.25,28.63,23.43,16.61
1.29,0.0647,0.21,26.47,31.69,22.44
1.16,0.065,0.27,26.05,25.34,17.87
1.18,0.0637,0.32,26.77,27.82,19.56
1.45,0.0668,0.33,27.74,24.53,17.26
1.36,0.0651,0.23,27.99,13.8,9.74
1.61,0.0612,0.22,27.06,14.97,10.59
1.79,0.0582,0.23,25.8,26.75,18.84
1.51,0.0596,0.46,25.63,16.37,11.54
1.48,0.0615,0.33,25.71,26.06,18.35
1.44,0.0631,0.33,26.16,16.41,11.55
1.22,0.0582,0.23,26.2,22.92,16.08
1.33,0.0573,0.19,25.27,30.97,21.63
1.78,0.055,0.22,25.26,26.72,18.47
1.41,0.0574,0.29,25.63,15.63,10.91
1.3,0.0559,0.3,26.39,29.48,20.49
1.37,0.0597,0.68,26.9,27.53,19.17
1.54,0.0612,0.51,27.13,18.44,12.82
1.51,0.0568,0.47,27.61,16.29,11.31
1.73,0.0549,0.29,27.3,19.34,13.51
1.31,0.0573,0.23,26.44,14.81,10.38
0.9,0.0552,0.21,25.09,23.24,16.11
1.11,0.0594,0.19,25.79,22.51,15.6
1.14,0.0646,0.24,26.34,12.28,8.59
1.08,0.0631,0.19,26.39,15.57,10.94
1.58,0.0636,0.17,26.76,24.55,17.14
1.78,0.0663,0.19,28.28,27.69,19.46
1.78,0.0669,0.21,30.39,20.36,14.45
1.76,0.0667,0.3,30.3,22.12,15.87
1.55,0.0738,0.46,30.03,18.79,13.53
1.51,0.0671,0.35,28.92,23.36,16.67
1.39,0.065,0.33,28.95,26.3,18.72
1.4,0.0651,0.26,28.84,11.22,8.06
1.79,0.0689,0.3,28.93,14.08,10.09
1.67,0.0673,0.27,29.2,22.1,15.63
1.56,0.0658,0.31,29.04,33.08,23.72
1.57,0.0666,0.18,28.81,25.38,18.67
1.58,0.069,0.21,27.53,26.49,19.49
1.36,0.0718,0.19,26.17,23.5,16.77
1.34,0.0698,0.18,25.73,25.34,17.95
1.51,0.0612,0.2,25.41,34.82,24.47
1.39,0.0613,0.17,25.27,23.47,16.29
1.8,0.0597,0.19,25.39,28.66,19.74
1.7,0.0663,0.19,25.63,22.54,15.79
1.69,0.0713,0.2,25.73,25.09,17.72
1.4,0.0664,0.22,25.75,26.61,18.56
1.31,0.0607,0.27,25.81,30.69,21.21
1.65,0.0602,0.24,26.18,29.48,20.46
1.91,0.0606,0.37,26.11,18.55,13.07
1.74,0.0589,0.34,26.1,20.59,14.35
1.71,0.0633,0.26,26.21,23.34,16.15
1.95,0.0617,0.36,26.35,25.33,17.58
1.75,0.0619,0.22,27.75,24.37,17.16
1.81,0.0587,0.17,28.38,25.41,17.98
1.72,0.0561,0.17,27.43,29.97,21.16
1.63,0.0586,0.2,27.13,27.81,19.83
1.39,0.0625,0.22,26.75,25.92,18.61
1.29,0.0649,0.24,26.89,27.45,19.61
1.49,0.0633,0.43,27.05,23.83,16.94
1.64,0.0607,0.4,26.65,23.56,16.62
1.59,0.0581,0.34,27.01,26.12,18.3
1.4,0.0555,0.34,27.06,23.09,16.16
1.22,0.0545,0.29,26.6,27.06,18.98
1.17,0.0537,0.28,26.66,21.01,14.72
1.58,0.056,0.24,26.85,17.3,12.17
1.4,0.0614,0.29,26.76,10.81,7.63
1.24,0.0566,0.26,26.89,15.62,10.98
1.45,0.0579,0.23,27.11,27.26,19.14
1.32,0.058,0.22,27.02,16.07,11.24
1.28,0.0604,0.19,26.8,15.72,10.94
1.52,0.0631,0.19,26.39,25.78,17.85
1.52,0.0632,0.18,26.42,21.25,14.77
1.57,0.0682,0.18,26.34,30.03,20.52
1.29,0.067,0.19,26.28,21.24,14.4
1.2,0.0636,0.21,26.7,28.44,20.24
1.31,0.065,0.23,26.89,29.58,21.63
1.41,0.0623,0.26,26.87,20.6,14.69
1.61,0.0606,0.2,27.09,23.27,16.36
1.57,0.062,0.18,27.43,16.71,11.8
1.35,0.0625,0.2,26.89,20.51,14.45
1.33,0.0625,0.17,27.03,23.81,16.69
1.58,0.0647,0.42,27.26,24.57,17.25
1.42,0.0661,0.31,27.54,28.59,20.02
1.45,0.068,0.19,27.88,28.61,19.99
1.36,0.066,0.17,27.59,21.12,14.8
1.3,0.0666,0.18,27.52,15.65,11.0
1.58,0.067,0.16,27.59,20.15,14.23
1.59,0.0765,0.16,27.53,22.25,15.76
1.7,0.0725,0.17,27.29,34.03,24.12
1.54,0.0745,0.25,27.36,36.55,25.77
1.6,0.0679,0.35,27.08,31.2,21.95
1.62,0.0655,0.17,27.07,25.11,17.68
1.82,0.0615,0.17,27.31,28.62,20.11
1.97,0.0603,0.22,27.3,31.32,22.0
1.63,0.0664,0.45,27.27,27.28,19.21
1.91,0.0696,0.35,27.24,25.44,17.93
1.89,0.071,0.25,27.47,24.03,16.94
1.86,0.0689,0.26,27.44,22.69,16.0
1.7,0.0682,0.21,27.35,27.6,19.43
1.81,0.0712,0.22,27.26,24.14,16.99
1.45,0.0672,0.22,27.26,20.07,14.14
1.6,0.0674,0.23,27.41,21.61,15.23
1.75,0.0759,0.22,27.25,23.83,16.81
1.78,0.0715,0.21,27.07,26.74,18.89
1.93,0.0688,0.21,26.85,26.39,18.63
1.79,0.0723,0.21,26.71,30.57,21.52
1.92,0.0724,0.23,26.81,35.29,24.85
1.68,0.0863,0.24,26.91,32.36,22.94
2.03,0.1002,0.27,26.91,37.8,26.94
1.66,0.0961,0.21,26.58,46.82,33.4
1.76,0.0797,0.19,26.56,28.31,20.05
1.72,0.0803,0.25,26.65,43.13,30.47
1.4,0.0894,0.25,26.87,29.7,21.0
1.33,0.0877,0.18,27.36,18.27,12.93
1.54,0.0978,0.16,27.51,25.19,17.8
1.8,0.1002,0.18,27.21,31.74,22.5
1.68,0.1005,0.2,27.0,35.62,25.18
1.62,0.0976,0.21,27.26,30.66,21.62
1.62,0.0912,0.25,27.92,15.3,10.8
1.69,0.0822,0.24,27.7,22.91,16.14
1.6,0.0913,0.23,27.68,44.74,31.55
1.69,0.0842,0.19,27.64,54.3,38.3
1.79,0.0836,0.17,28.18,66.04,46.59
1.63,0.0774,0.17,27.63,45.56,32.16
1.53,0.083,0.26,27.5,45.96,32.45
1.82,0.0988,0.28,27.94,59.28,41.92
1.87,0.1014,0.33,28.64,47.35,33.53
1.56,0.111,0.21,28.52,46.53,33.02
1.91,0.1101,0.29,28.01,45.65,32.36
1.51,0.1029,0.27,28.02,35.16,24.93
1.87,0.097,0.45,28.06,36.53,25.83
1.82,0.0869,0.3,28.29,43.33,30.65
1.49,0.0848,0.27,28.39,33.37,23.58
1.72,0.0862,0.24,27.83,20.26,14.32
1.51,0.0846,0.25,28.03,20.5,14.47
1.69,0.0768,0.26,27.75,40.93,28.83
1.64,0.0764,0.26,27.97,31.09,21.95
1.6,0.0771,0.22,28.15,28.78,20.31
1.09,0.0788,0.24,27.97,15.57,10.98
1.21,0.0771,0.24,28.26,17.38,12.28
1.21,0.077,0.26,28.07,15.25,10.78
1.59,0.0834,0.39,27.84,29.14,20.55
1.81,0.0833,0.25,27.71,25.93,18.29
1.82,0.0801,0.21,27.39,34.92,24.58
1.73,0.0844,0.15,27.28,26.92,18.96
1.5,0.114,0.17,27.39,62.86,44.26
1.14,0.1089,0.26,28.9,84.26,59.35
1.68,0.1042,0.4,29.89,79.84,56.64
1.85,0.1092,0.49,29.44,84.0,59.75
1.9,0.1087,0.42,28.82,71.43,50.73
2.24,0.1096,0.35,28.41,94.59,67.3
1.77,0.0925,0.25,27.88,81.71,58.24
1.75,0.094,0.24,27.12,50.45,35.69
1.74,0.0901,0.3,28.24,39.98,28.07
1.99,0.0735,0.4,27.89,30.06,21.1
2.03,0.0801,0.44,28.25,28.52,20.09
1.7,0.0878,0.4,28.97,27.19,19.13
1.54,0.0765,0.42,29.0,30.27,21.27
1.48,0.0694,0.37,28.32,20.84,14.63
1.72,0.0655,0.35,27.88,24.06,16.57
1.44,0.0639,0.38,27.97,20.52,13.91
1.3,0.062,0.32,27.85,18.91,12.89
1.72,0.0686,0.56,27.31,24.74,17.17
1.56,0.0669,0.36,27.9,18.15,12.48
1.45,0.0672,0.34,30.87,21.2,14.43
1.62,0.0623,0.36,30.39,22.77,15.68
1.77,0.0649,0.56,30.84,22.89,15.75
1.57,0.0637,0.47,32.09,20.88,14.31
1.6,0.0647,0.4,31.44,22.69,15.64
1.57,0.0672,0.39,31.33,22.23,15.37
1.74,0.068,0.38,31.45,18.41,12.84
1.53,0.0723,0.34,31.95,23.09,15.74
1.61,0.0751,0.35,31.76,19.26,13.25
1.72,0.0698,0.38,32.07,23.9,16.3
1.81,0.0684,0.43,31.33,16.61,11.64
1.66,0.0688,0.37,30.38,19.02,13.11
1.63,0.0699,0.41,30.86,23.43,15.88
1.64,0.069,0.38,31.19,20.43,13.91
1.47,0.0694,0.45,32.13,20.28,13.46
1.61,0.0694,0.45,32.27,25.38,17.12
2.15,0.0729,0.34,33.69,23.67,16.37
1.66,0.0703,0.29,33.98,23.72,16.26
1.94,0.0768,0.41,33.29,23.19,16.07
1.75,0.0782,0.47,31.39,18.02,12.59
1.64,0.0686,0.22,29.67,19.86,13.9
1.5,0.0698,0.35,31.34,20.76,14.43
1.45,0.0693,0.48,34.17,14.97,10.4
1.51,0.0673,0.36,36.6,21.3,14.71
1.61,0.0729,0.39,32.83,20.77,14.13
2.0,0.0737,0.33,33.14,28.19,19.13
1.85,0.0757,0.36,33.71,23.74,16.26
1.73,0.072,0.32,33.97,18.74,13.04
1.98,0.0718,0.34,33.45,22.57,15.76
2.0,0.0705,0.36,35.15,19.95,13.98
1.97,0.0691,0.32,34.43,20.36,14.22
1.95,0.0709,0.36,32.85,22.24,15.46
1.88,0.0716,0.45,33.15,26.88,18.33
1.63,0.0688,0.36,33.52,20.49,13.8
1.97,0.0691,0.35,34.18,22.11,15.01
2.01,0.0723,0.42,33.63,33.97,22.71
1.88,0.0715,0.35,32.52,21.23,14.61
2.06,0.0684,0.37,32.46,28.86,20.1
1.93,0.074,0.31,32.24,29.26,20.53
1.77,0.0725,0.24,28.24,27.23,19.07
1.48,0.0656,0.3,28.1,18.45,12.94
1.53,0.063,0.31,29.23,24.08,16.89
1.83,0.0698,0.51,29.39,21.18,14.85
1.74,0.0738,0.31,32.01,26.73,18.63
1.14,0.0762,0.25,32.75,15.35,10.57
1.56,0.0655,0.31,32.1,22.88,15.32
1.53,0.0755,0.3,30.97,23.56,15.73
1.69,0.0817,0.3,34.08,24.15,15.98
1.8,0.0848,0.37,39.15,27.75,18.63
2.06,0.0847,0.44,38.82,19.94,13.89
2.19,0.0802,0.3,38.79,26.49,18.23
1.73,0.0746,0.32,38.8,21.23,14.6
1.76,0.0734,0.34,36.64,20.16,13.8
1.72,0.0768,0.33,35.37,21.12,14.47
1.81,0.0705,0.29,33.95,18.12,12.48
2.28,0.0717,0.31,34.13,32.54,22.32
1.8,0.0711,0.34,33.6,23.39,16.3
1.53,0.0675,0.31,33.07,20.96,14.19
1.45,0.0773,0.33,34.79,16.16,10.95
1.41,0.0814,0.34,35.12,16.06,10.83
1.75,0.0791,0.36,37.01,21.11,14.25
2.2,0.0797,0.42,37.68,18.91,13.22
2.08,0.0789,0.46,36.4,23.86,16.73
2.16,0.0778,0.45,34.95,20.61,14.54
1.83,0.0742,0.33,36.63,18.65,13.06
1.69,0.0731,0.3,35.75,20.77,14.12
1.43,0.0715,0.23,33.36,16.97,11.53
1.82,0.0702,0.3,31.72,17.59,12.42
1.75,0.0724,0.48,29.93,21.28,15.02
1.82,0.067,0.38,30.25,18.59,12.93
1.93,0.0681,0.37,35.91,22.95,15.76
1.94,0.0675,0.37,37.49,18.17,12.67
1.85,0.0679,0.36,35.73,24.67,16.89
2.23,0.0676,0.37,36.86,32.56,22.72
1.86,0.0675,0.32,35.77,28.51,20.19
1.45,0.0653,0.28,36.99,19.49,13.28
1.68,0.0637,0.26,42.19,20.2,13.9
1.57,0.0649,0.3,41.67,18.54,12.61
1.48,0.0673,0.34,41.06,14.41,9.65
1.88,0.0728,0.35,39.62,18.58,12.64
1.59,0.077,0.31,41.83,22.98,15.48
1.43,0.0882,0.32,42.87,18.13,12.51
1.09,0.0856,0.3,43.52,16.36,10.54
0.94,0.0732,0.31,44.16,12.01,7.64
1.28,0.0665,0.32,44.82,10.88,7.31
1.43,0.0671,0.39,40.34,11.84,8.09
1.49,0.0695,0.32,39.97,15.21,10.23
1.03,0.0755,0.33,37.67,12.04,7.88
1.04,0.077,0.29,39.2,15.31,10.05
1.21,0.0722,0.26,38.11,11.04,7.59
1.37,0.0702,0.34,36.21,14.22,9.75
1.72,0.0751,0.32,36.17,14.89,10.46
1.45,0.0729,0.33,34.95,18.54,12.6
1.63,0.071,0.4,35.34,21.3,14.59
1.12,0.0727,0.35,34.65,16.22,11.01
1.19,0.0718,0.33,34.05,11.77,7.94
1.08,0.0729,0.29,33.83,18.47,11.97
1.2,0.073,0.27,37.64,21.07,13.86
0.94,0.0664,0.28,36.52,21.18,13.28
0.75,0.0715,0.3,38.65,15.25,9.34
1.2,0.0711,0.29,36.57,16.31,10.49
1.48,0.07,0.28,32.91,18.76,12.61
1.53,0.0726,0.36,31.43,16.42,11.12
1.34,0.074,0.3,36.11,22.77,14.77
1.17,0.0692,0.33,37.67,14.65,9.93
1.52,0.0703,0.36,38.54,19.0,12.97
1.63,0.0725,0.32,39.93,20.1,13.76
1.1,0.0735,0.31,40.49,14.91,10.01
0.98,0.0725,0.32,40.15,15.22,10.23
0.77,0.0746,0.28,39.67,11.17,7.23
0.78,0.0746,0.3,37.55,15.2,9.56
1.17,0.0766,0.29,37.91,11.72,7.75
1.0,0.0768,0.26,37.7,17.65,11.07
1.04,0.0785,0.28,38.35,14.82,9.76
1.02,0.0761,0.3,35.68,15.2,9.9
1.12,0.075,0.3,35.04,17.98,11.57
2.43,0.0738,0.31,37.4,45.43,31.61
2.68,0.0717,0.3,38.43,47.88,34.31
1.4,0.0709,0.33,38.08,10.0,6.97
1.28,0.0728,0.33,35.22,12.95,8.94
0.96,0.0693,0.24,31.87,12.79,8.49
1.41,0.0707,0.32,32.36,14.33,10.08
2.16,0.0685,0.34,34.45,24.32,17.4
2.62,0.0733,0.34,35.48,32.43,23.24
1.81,0.0747,0.32,33.52,22.18,15.83
0.88,0.073,0.32,33.13,7.41,5.13
0.98,0.0728,0.33,37.58,10.55,7.37
1.51,0.0728,0.29,34.05,23.43,15.94
1.25,0.0719,0.28,32.03,14.38,9.8
1.19,0.068,0.31,33.03,13.38,9.07
2.52,0.0708,0.38,34.01,38.96,27.68
2.61,0.0713,0.32,32.73,49.2,34.98
1.54,0.0707,0.28,32.8,20.25,13.9
1.32,0.0658,0.31,33.5,19.5,13.55
2.81,0.0794,0.33,37.37,42.47,30.43
3.35,0.0857,0.32,38.34,71.3,51.22
1.53,0.0814,0.31,36.12,22.61,15.97
1.94,0.1077,0.34,35.29,38.76,27.66
3.11,0.0959,0.37,34.73,53.29,38.33
4.03,0.083,0.28,34.98,68.8,49.46
3.1,0.0743,0.33,33.74,87.15,62.62
1.7,0.0701,0.32,29.15,41.34,29.35
1.44,0.071,0.33,30.59,44.41,31.26
1.17,0.0753,0.36,30.76,38.79,27.11
1.79,0.0739,0.39,31.65,40.86,28.97
2.03,0.0858,0.29,30.66,35.1,25.0
1.32,0.1043,0.29,31.37,22.14,15.65
1.24,0.0886,0.33,31.62,16.08,11.1
1.09,0.0796,0.33,29.85,10.72,7.47
1.1,0.0788,0.35,30.47,11.58,8.08
0.92,0.079,0.34,30.41,11.57,8.0
1.34,0.0791,0.3,30.95,25.05,17.06
0.99,0.0825,0.34,29.96,13.94,9.49
1.21,0.0812,0.31,29.97,23.08,15.86
1.59,0.0797,0.41,30.13,23.02,16.2
0.84,0.0855,0.33,29.63,20.57,13.43
0.84,0.0855,0.34,31.05,14.2,9.34
0.93,0.0803,0.39,31.5,16.62,10.87
1.13,0.0774,0.39,30.4,13.44,9.06
1.74,0.0688,0.27,29.78,24.06,16.77
2.38,0.0674,0.33,29.35,36.87,26.07
2.06,0.0656,0.33,29.38,30.77,21.9
3.24,0.0731,0.4,28.98,70.89,50.82
2.82,0.071,0.34,29.04,72.09,51.73
1.72,0.0695,0.33,30.28,19.03,13.26
1.55,0.0707,0.37,29.16,13.84,9.64
1.33,0.0752,0.32,29.06,14.73,10.19
1.19,0.0787,0.3,28.89,16.61,11.22
1.04,0.0782,0.36,28.72,14.28,9.61
1.05,0.0811,0.31,29.35,17.69,11.83
1.21,0.0802,0.31,28.75,18.44,12.29
1.5,0.0776,0.34,27.99,19.0,13.04
1.43,0.0766,0.33,28.23,19.41,13.34
1.63,0.0758,0.32,29.31,16.88,11.84
1.38,0.0771,0.43,28.62,26.26,18.36
1.14,0.0736,0.24,27.33,17.21,12.09
1.54,0.0707,0.36,26.64,24.1,16.91
1.52,0.068,0.46,26.28,21.86,15.19
1.44,0.0657,0.5,26.2,22.99,15.42
1.48,0.0656,0.43,26.79,21.87,14.62
1.49,0.0638,0.37,26.79,18.35,12.4
1.76,0.0676,0.39,27.25,21.04,14.39
1.77,0.0704,0.37,28.21,23.74,16.11
1.69,0.0698,0.33,29.99,18.87,13.13
1.63,0.0703,0.37,29.71,22.11,15.11
1.47,0.0716,0.34,29.23,20.41,13.52
1.43,0.0739,0.37,29.31,19.16,12.78
1.13,0.0704,0.38,29.43,20.17,13.35
1.26,0.0668,0.48,29.15,17.08,11.69
1.31,0.069,0.39,28.71,14.53,10.06
1.57,0.0724,0.33,29.69,21.12,14.43
1.56,0.0658,0.36,30.04,17.19,11.74
0.92,0.0694,0.34,28.27,13.11,8.92
1.03,0.0665,0.34,27.41,14.5,10.08
1.3,0.0665,0.33,28.13,16.79,11.65
1.29,0.0617,0.27,27.28,15.52,10.81
1.38,0.0675,0.39,27.14,15.7,10.93
1.07,0.0713,0.63,28.28,11.93,8.37
1.36,0.0667,0.3,28.05,16.18,11.27
1.0,0.0613,0.18,26.72,12.99,8.81
1.05,0.0585,0.2,26.8,16.24,11.0
1.32,0.0615,0.18,26.43,21.07,14.44
1.36,0.0601,0.19,26.22,22.78,15.65
1.56,0.0643,0.32,26.19,34.03,23.39
1.25,0.0595,0.35,26.29,14.72,10.15
1.52,0.0571,0.19,26.84,24.62,17.06
1.51,0.0569,0.23,26.9,20.05,13.92
1.35,0.0588,0.23,26.88,22.09,15.1
1.43,0.0587,0.31,27.41,23.92,16.41
1.3,0.0583,0.25,27.04,20.7,14.4
1.56,0.0593,0.23,26.56,27.62,19.26
1.65,0.061,0.27,26.56,19.41,13.64
1.15,0.0581,0.24,27.16,18.27,12.75
1.39,0.0592,0.36,26.66,11.12,7.84
1.51,0.0616,0.32,26.35,15.93,11.18
1.44,0.0633,0.23,26.4,14.61,10.3
1.31,0.0653,0.23,26.7,11.42,8.05
1.16,0.0626,0.25,26.91,18.13,12.73
1.35,0.0618,0.34,26.88,17.51,12.32
1.5,0.0621,0.33,26.65,24.39,17.03
1.74,0.0587,0.23,26.42,23.7,16.73
1.42,0.0588,0.37,26.06,24.94,17.66
1.5,0.0605,0.32,26.21,18.41,13.04
1.44,0.0601,0.27,26.27,19.64,13.87
1.33,0.0615,0.35,26.73,21.63,15.08
1.53,0.0617,0.43,26.79,14.68,10.27
1.62,0.0625,0.44,26.8,23.19,15.85
0.85,0.0602,0.24,26.72,16.02,10.79
1.02,0.0615,0.54,26.02,21.33,14.55
1.29,0.0633,0.39,27.52,17.26,11.84
1.0,0.0656,0.35,27.92,20.28,13.58
1.37,0.0609,0.23,28.61,17.38,12.09
1.51,0.0657,0.45,29.28,18.44,12.93
1.45,0.0654,0.21,29.11,16.63,11.58
1.48,0.0704,0.18,28.73,19.3,13.3
1.71,0.0635,0.23,29.02,20.5,14.43
1.52,0.0604,0.34,28.72,37.89,26.66
1.55,0.065,0.5,28.14,15.44,10.81
1.06,0.0601,0.21,27.93,15.37,10.76
1.51,0.0618,0.24,27.65,18.68,13.22
1.58,0.0632,0.5,27.46,20.74,14.84
1.96,0.0603,0.16,28.23,15.01,10.82
1.57,0.0645,0.22,28.23,16.36,11.72
1.79,0.0663,0.25,27.65,19.83,14.24
1.8,0.0659,0.2,27.43,24.89,18.01
1.77,0.0608,0.24,27.8,26.76,19.35
1.62,0.0554,0.28,27.23,20.49,14.91
1.54,0.0559,0.19,26.73,23.48,17.25
1.79,0.0569,0.25,26.53,23.99,17.57
1.5,0.0618,0.57,26.35,17.79,12.98
1.56,0.061,0.41,26.66,29.72,21.74
1.13,0.0579,0.32,26.86,17.93,13.02
1.54,0.0544,0.2,26.74,23.43,16.83
1.48,0.054,0.27,26.66,14.82,10.54
1.47,0.0545,0.27,26.78,17.39,12.33
1.73,0.0575,0.32,26.93,13.95,9.89
1.65,0.0581,0.31,26.65,22.72,15.99
1.55,0.0594,0.44,26.68,25.78,18.11
1.53,0.0546,0.28,26.46,14.42,10.14
1.88,0.0575,0.36,26.48,26.24,18.49
1.64,0.0539,0.22,26.32,14.68,10.37
1.62,0.0554,0.21,26.15,26.46,18.67
1.53,0.0574,0.23,26.03,19.73,13.9
1.37,0.0533,0.24,26.03,23.62,16.59
1.53,0.0537,0.3,26.41,12.44,8.79
1.53,0.0564,0.43,26.56,23.57,16.41
1.13,0.0593,0.32,26.49,16.71,11.59
1.61,0.0605,0.19,26.57,21.28,14.91
1.51,0.0629,0.19,26.74,24.22,16.91
1.32,0.0642,0.16,26.89,24.83,17.27
1.88,0.0692,0.27,27.02,26.71,18.76
1.94,0.0701,0.23,27.05,22.67,16.0
1.48,0.0688,0.29,27.02,21.52,15.14
1.27,0.0626,0.25,26.93,23.62,16.71
1.31,0.0648,0.17,26.47,23.76,16.77
1.27,0.0612,0.14,26.44,22.35,15.71
1.56,0.0651,0.16,26.46,18.3,12.99
1.78,0.0708,0.23,26.76,36.66,27.14
1.91,0.0764,0.23,26.79,32.28,24.3
1.62,0.0687,0.25,27.16,23.85,17.8
2.19,0.0653,0.28,27.18,23.77,17.13
2.08,0.0693,0.28,27.36,32.97,23.5
2.04,0.0701,0.26,27.58,28.13,19.99
2.02,0.0698,0.22,27.07,20.62,14.61
1.73,0.0719,0.24,26.77,17.61,12.33
1.82,0.0713,0.26,26.67,21.2,14.79
1.89,0.0733,0.27,26.57,19.31,13.56
2.14,0.0682,0.25,26.52,19.76,13.88
1.77,0.0715,0.26,26.45,20.56,14.44
1.79,0.0714,0.17,26.7,26.68,18.82
1.51,0.0683,0.12,26.62,21.47,15.21
1.61,0.0675,0.16,26.48,21.26,15.01
1.89,0.0703,0.25,26.68,36.28,25.71
1.7,0.0743,0.23,26.48,18.9,13.49
1.9,0.0738,0.21,26.34,25.54,18.17
1.7,0.0684,0.26,26.51,28.57,20.28
1.71,0.0676,0.32,26.51,27.51,19.37
1.56,0.0595,0.4,26.46,26.9,18.89
1.55,0.0572,0.29,26.5,21.74,15.22
1.82,0.0536,0.17,26.37,22.86,15.97
1.88,0.0537,0.2,26.19,23.87,16.67
1.34,0.053,0.21,26.42,13.66,9.6
1.6,0.0578,0.2,26.5,18.28,12.85
1.55,0.0627,0.25,26.62,31.3,21.98
1.42,0.0587,0.27,26.63,41.17,28.92
1.82,0.0589,0.2,26.67,30.41,21.42
1.58,0.058,0.21,26.58,18.34,12.92
1.65,0.0638,0.28,26.46,26.5,18.67
1.59,0.0638,0.22,26.53,17.59,12.39
1.76,0.062,0.14,26.56,23.59,16.63
1.52,0.064,0.14,26.36,18.64,13.14
1.65,0.0626,0.19,26.47,28.43,19.88
1.85,0.0677,0.19,26.59,21.04,14.86
1.49,0.0722,0.19,27.03,34.82,24.39
1.78,0.0677,0.16,26.93,20.46,14.45
2.0,0.0704,0.26,26.76,29.72,21.06
1.86,0.0656,0.2,27.27,20.1,14.3
1.67,0.0648,0.24,28.55,18.76,13.43
1.73,0.0657,0.27,28.95,17.21,12.35
1.88,0.0656,0.19,28.54,31.02,22.15
1.5,0.0719,0.23,28.09,21.91,15.61
1.73,0.0669,0.23,27.52,15.04,10.68
1.78,0.0622,0.18,27.12,17.37,12.29
1.41,0.0644,0.17,26.87,16.64,11.76
1.59,0.0671,0.17,26.74,19.21,13.56
1.69,0.0632,0.19,26.58,23.49,16.58
1.64,0.0604,0.18,26.49,21.52,15.25
1.48,0.0597,0.17,26.61,25.07,17.68
1.48,0.0559,0.23,25.78,32.84,22.87
1.39,0.0596,0.4,26.22,22.67,15.86
1.63,0.0683,0.5,26.31,26.63,18.85
1.86,0.0722,0.47,26.06,22.65,16.1
1.92,0.0726,0.23,25.92,23.36,16.55
1.81,0.0717,0.25,26.0,19.79,14.06
2.0,0.0714,0.24,25.93,34.51,24.55
1.92,0.0654,0.18,26.14,36.26,25.87
1.83,0.0662,0.24,26.37,21.52,15.35
1.34,0.0646,0.34,26.34,15.75,11.2
1.6,0.065,0.45,26.48,15.82,11.15
1.2,0.0648,0.39,26.38,16.06,11.24
1.22,0.0653,0.25,26.24,15.59,10.97
1.42,0.068,0.26,26.79,18.46,13.03
1.45,0.0682,0.17,27.47,15.06,10.64
